用户,手机上网整体满意度,网络覆盖与信号强度,手机上网速度,手机上网稳定性,居民小区,办公室,高校,商业街,地铁,农村,高铁,其他，请注明,场景备注数据,网络信号差/没有信号,显示有信号上不了网,上网过程中网络时断时续或时快时慢,手机上网速度慢,其他，请注明.1,现象备注数据,看视频卡顿,打游戏延时大,打开网页或APP图片慢,下载速度慢,手机支付较慢,其他，请注明.2,APP大类备注,爱奇艺,优酷,腾讯视频,芒果TV,搜狐视频,抖音,快手,火山,咪咕视频,其他，请注明.3,APP小类视频备注,全部都卡顿,和平精英,王者荣耀,穿越火线,梦幻西游,龙之谷,梦幻诛仙,欢乐斗地主,部落冲突,炉石传说,阴阳师,其他，请注明.4,APP小类游戏备注,全部游戏都卡顿,微信,手机QQ,淘宝,京东,百度,今日头条,新浪微博,拼多多,其他，请注明.5,APP小类上网备注,全部网页或APP都慢,上网质差次数,脱网次数,重定向次数,2G驻留时长,微信质差次数,王者荣耀质差次数,高单价超套客户（集团）,高频高额超套客户（集团）,套外流量（MB）,套外流量费（元）,是否全月漫游用户,是否不限量套餐到达用户,年龄,性别,王者荣耀使用次数,游戏类APP使用天数,游戏类APP使用次数,王者荣耀使用天数,游戏类APP使用流量,抖音使用流量（MB）,今日头条使用流量,快手使用流量,优酷视频使用流量,腾讯视频使用流量,小视频系APP流量,阿里系APP流量,网易系APP流量,腾讯系APP流量,王者荣耀APP使用流量,蜻蜓FMAPP使用流量,饿了么使用流量,美团外卖使用流量,天猫使用流量,大众点评使用流量,滴滴出行使用流量,通信类应用流量,游戏类应用流量,网页类应用流量,音乐类应用流量,视频类应用流量,邮箱类应用流量,终端类型,操作系统,终端制式,终端品牌,终端品牌类型,是否5G网络客户,当月GPRS资源使用量（GB）,是否校园套餐用户,校园卡无校园合约用户,校园卡校园合约捆绑用户,当月高频通信分公司,畅享套餐档位,畅享套餐名称,主套餐档位,当月MOU,近3个月平均消费（剔除通信账户支付）,近3个月平均消费（元）,本年累计消费（元）,码号资源-激活时间,码号资源-发卡时间,客户星级标识
用户3464,9,9,8,8,-1,2,-1,-1,5,-1,-1,-1,,1,-1,-1,4,-1,,-1,-1,3,4,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,,-1,,,191.0,2026456.0,,,是,否,292.26,54.93,否,否,40,女,0.0,8.0,40.0,0.0,38.0,152.6,5011.0,153.0,23.0,403813.0,153,1,12,395,0,0,0,0,0,0,0,53,0,47,0,555,0,手机,Android 10,5G终端,华为,OXF-AN10,是,2.2825,否,否,否,城区三分公司,0,0,18,207,28.31,28.31,94.93,,,三星
用户3465,7,7,7,7,1,2,-1,-1,5,-1,-1,-1,,1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,1744.0,23422.0,71837440.0,2.0,,否,否,0.0,0.0,否,是,39,女,0.0,6.0,19.0,0.0,25.0,1711.25,40205.0,285.0,1714.0,174679.0,1712,315,0,273,0,0,0,0,205,2,11,369,0,86,98,1979,1,手机,,5G终端,苹果,A2634,是,20.0,否,否,否,城区三分公司,0,0,80,310,100.0,100.0,400.2,,,三星
用户3466,6,6,6,4,1,2,-1,-1,-1,-1,-1,-1,,1,-1,-1,4,-1,,-1,-1,-1,-1,-1,98,5g变4g,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,160.0,1870615.0,,,否,否,0.0,0.0,否,否,38,女,0.0,5.0,26.0,0.0,6.0,0.0,6105.0,470.0,2239.0,881.0,0,460,60,2,0,0,0,0,321,7,0,68,0,42,95,1161,0,手机,iOS 14.0,5G终端,苹果,A2404,是,37.6463,否,否,否,城区二分公司,0,0,398,298,408.0,408.0,1632.0,,,白金卡
用户3467,1,1,1,1,1,2,-1,-1,5,-1,-1,-1,,1,2,3,4,-1,,1,-1,3,4,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99,,6.0,793.0,3738625.0,,,否,否,0.0,0.0,否,是,36,女,0.0,3.0,384.0,0.0,543.0,0.0,3107.0,237.0,29063.0,21782.0,0,1976,590,218,0,0,14,0,1493,10,0,504,1,452,619,824,0,手机,iOS 14.0,5G终端,苹果,A2404,是,16.6372,否,否,否,昌平分公司,0,0,60,517,62.13,62.13,248.4,,,三星
用户3468,7,3,5,5,1,-1,3,-1,-1,-1,7,-1,,1,2,3,4,-1,,1,-1,3,4,-1,-1,,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,-1,3,-1,-1,-1,-1,-1,-1,,-1,12.0,78.0,174.0,69609.0,8.0,,否,否,0.0,0.0,否,是,29,男,0.0,5.0,281.0,0.0,193117.0,6056.88,37506.0,1167.0,434.0,250547.0,6058,2471,411,817,0,0,0,0,1956,12,9,1965,189,889,1199,8006,8,手机,iOS 11.0,4G终端,苹果,iPhone X A1865,是,48.0,否,否,否,房山分公司,98,畅享套餐98档-语音18流量不限量80,98,71,103.0,103.0,407.2,2011-10-05,2011-10-05,三星
用户3469,9,9,9,9,-1,2,-1,-1,5,-1,-1,-1,,1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,1.0,,否,否,0.0,0.0,否,是,39,性别不详,0.0,3.0,27.0,0.0,26.0,0.0,15651.0,2637.0,94693.0,1502292.0,3,2085,2,2700,0,0,0,0,1527,2,28,1203,0,1075,1262,5232,0,手机,iOS 11.4.1,4G终端,苹果,A2217,否,23.2246,否,否,否,城区二分公司,0,0,120,980,113.0,113.0,452.0,,,三星
用户3470,5,7,7,7,1,2,3,4,5,6,7,-1,,1,2,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,9.0,19.0,944.0,,,否,否,0.0,0.0,否,否,31,男,0.0,7.0,18.0,0.0,15.0,21785.94,103373.0,0.0,41.0,151972.0,21786,162,0,164,0,0,8,0,142,6,0,331,0,330,8,23172,0,手机,Android 9,4G终端,华为,PCT-AL10,否,28.169,否,否,否,通州分公司,0,0,8,136,54.75,54.75,217.0,,2018-01-24,二星
用户3471,9,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,4.0,,否,否,0.0,0.0,否,否,39,女,0.0,3.0,118.0,0.0,23592.0,50.55,42623.0,0.0,63.0,33596.0,51,279,0,39,0,0,4,0,173,4,0,216,23,178,7,972,0,手机,iOS 14.0,5G终端,苹果,A2408,是,9.4083,否,否,否,城区二分公司,58,畅享套餐58档-语音28流量30,58,128,58.0,58.0,232.0,,,三星
用户3472,7,7,7,4,1,-1,-1,-1,5,-1,-1,-1,,1,2,3,4,-1,,-1,-1,3,-1,5,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,-1,3,-1,-1,-1,-1,-1,-1,,-1,,,14.0,65014.0,,,否,否,0.0,0.0,否,否,33,男,0.0,7.0,118.0,0.0,32673.0,81.71,8721.0,4139.0,7130.0,58114.0,86,1152,0,221,0,0,0,0,876,11,10,3446,32,438,15,158,1,手机,Android 9,4G终端,华为,ELE-AL00,否,9.3474,否,否,否,城区一分公司,59,畅享套餐59档-语音9流量50,59,171,59.94,109.94,465.52,,2013-09-28,银卡
用户3473,2,5,2,2,1,2,-1,-1,-1,6,-1,-1,,-1,-1,3,4,-1,,-1,-1,3,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99,,,1.0,26.0,,,否,否,0.0,0.0,否,否,31,男,0.0,3.0,77.0,0.0,36485.0,0.97,1038224.0,443971.0,0.0,7111.0,435,1,0,441,0,0,0,0,1,0,0,95,36,1037,7,489,0,手机,,5G终端,小米科技,M2011K2C,否,3.1357,否,否,否,密云分公司,8,畅享套餐8档-语音8流量0,8,46,40.59,40.59,157.56,2008-12-06,2008-10-23,三星
用户3474,9,9,9,8,-1,-1,-1,-1,-1,6,7,-1,,-1,-1,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,否,否,40,男,0.0,2.0,6.0,0.0,1.0,0.0,100.0,0.0,0.0,1151.0,0,8,230,1,0,0,0,0,7,0,0,33,0,127,218,9,0,手机,iOS 14.0,5G终端,苹果,A2404,是,5.5228,否,否,否,城区三分公司,89,畅享套餐89档-语音9新流量80,89,146,69.07,69.07,276.2,,,三星
用户3475,7,7,7,7,1,-1,-1,-1,5,-1,-1,-1,,-1,-1,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,14.0,100.0,60349.0,,,否,否,0.0,0.0,否,否,41,男,0.0,3.0,50.0,0.0,7.0,1317.74,1318384.0,919.0,342.0,369117.0,1319,981,409,456,0,0,6,0,872,17,147,839,0,1795,586,2303,0,手机,Android 9,4G终端,华为,HMA-AL00,否,26.0935,否,否,否,城区三分公司,69,畅享套餐69档-语音9新流量60,69,523,89.7,89.7,329.85,,,三星
用户3476,7,7,6,7,1,2,-1,-1,-1,-1,-1,-1,,1,2,3,4,-1,,-1,2,3,4,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,2,-1,-1,-1,-1,-1,-1,-1,,-1,,,1214.0,5324555.0,,,否,否,0.0,0.0,否,否,35,男,0.0,7.0,204.0,0.0,40563.0,15845.98,283404.0,7032.0,91294.0,344494.0,15853,218,28,451,0,0,0,0,176,2,41,410,40,326,183,17011,1,手机,iOS 14.1,5G终端,苹果,A2412,是,77.2379,否,否,否,城区三分公司,0,0,398,918,336.23,336.23,1307.2,,,白金卡
用户3477,10,10,10,10,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,21.0,607.0,4888153.0,,,否,否,0.0,0.0,否,否,39,男,0.0,2.0,3.0,0.0,4.0,0.0,43.0,139579.0,13.0,1715.0,136,37,4,148,0,0,0,0,24,1,0,85,0,17,4,143,0,手机,Android10,5G终端,华为,EBG-AN00,是,6.1262,否,否,否,城区三分公司,0,0,5,143,22.5,22.5,88.77,,,三星
用户3478,7,8,8,9,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,否,否,39,男,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,手机,Android,5G终端,小米科技,M2104K10AC,是,6.7077,否,否,否,不详,0,0,18,15,20.0,20.0,80.0,,,三星
用户3479,10,10,10,10,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1.0,,,,,,是,否,127.51,30.0,否,否,51,男,0.0,1.0,4.0,0.0,0.0,2011.61,1867711.0,332398.0,0.0,950367.0,2336,19,0,21567,0,0,0,0,9,0,0,1465,0,1885,20031,6588,0,手机,Android 9,4G终端,华为,AQM-AL00,否,41.0781,否,否,否,昌平分公司,0,0,5,39,59.32,59.32,227.31,2009-02-19,2009-02-12,三星
用户3480,10,8,9,10,-1,-1,-1,-1,5,6,-1,-1,,-1,-1,-1,4,-1,,-1,-1,3,4,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,246.0,843316.0,,,否,否,0.0,0.0,否,否,50,女,0.0,0.0,0.0,0.0,0.0,345.49,1192362.0,123.0,12.0,58309.0,346,36,0,62,0,0,0,0,9,0,0,78,0,1256,185,538,0,手机,,5G终端,欧珀,PEEM00,是,18.1258,否,否,否,城区二分公司,0,0,128,126,138.07,138.07,552.2,,,银卡
用户3481,10,10,10,10,1,-1,-1,-1,-1,-1,-1,-1,,1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,否,否,55,女,0.0,1.0,160.0,0.0,4117.0,5200.99,70454.0,341244.0,37.0,478073.0,5534,9,0,803,0,0,0,0,1,0,0,257,4,128,24,6306,0,手机,Android 8.1.0,4G终端,华为,PAR-AL00,否,10.3467,否,否,否,城区三分公司,29,畅享套餐29档-语音29流量0,29,275,92.33,92.33,326.0,,,三星
用户3482,10,10,10,10,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,105.0,241313.0,,,否,否,0.0,0.0,否,否,42,男,0.0,2.0,6.0,0.0,1.0,93.72,1848268.0,481.0,0.0,1218.0,94,324,0,2,0,461,0,0,249,0,7,99,0,1854,461,103,0,手机,Android 8.1.0,4G终端,华为,EML-AL00,否,7.7662,否,否,否,城区一分公司,0,0,25,100,25.0,25.0,100.0,,,三星
用户3483,10,10,10,10,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,26.0,,否,否,0.0,0.0,否,否,51,男,0.0,27.0,216.0,0.0,288.0,19632.02,92734.0,349707.0,14.0,831700.0,19974,4750,15583,1375,0,0,27,0,3768,19,73,5828,0,584,15607,26042,1,手机,,4G终端,小米科技,HMK20ProM1903F11A,否,145.9332,否,否,否,城区二分公司,0,0,198,260,145.0,145.0,580.0,,,银卡
用户3484,6,5,7,8,-1,2,-1,-1,-1,-1,-1,-1,,1,2,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,317.0,2364044.0,,,是,否,218.17,21.46,否,否,37,女,0.0,2.0,40.0,0.0,27177.0,0.0,8332.0,110044.0,1125.0,463.0,107,233,0,126,0,0,0,0,205,0,0,29,27,362,0,109,0,手机,Android10,5G终端,华为,ELS-AN00,是,9.5262,否,否,否,城区三分公司,0,0,38,67,46.49,46.49,177.46,,,三星
用户3485,7,5,5,8,1,2,3,-1,5,6,7,-1,,-1,2,3,4,-1,,1,2,-1,-1,-1,-1,,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1.0,,349.0,3241720.0,,,否,否,0.0,0.0,否,否,21,男,0.0,9.0,334.0,0.0,490.0,1922.14,15770.0,12.0,2.0,38805.0,1922,151,6,104,0,0,2,0,79,0,0,262,0,230,6,1982,0,手机,,5G终端,苹果,A2639,是,76.1501,是,否,是,大兴分公司,0,0,49,18,21.33,21.33,85.0,2018-09-08,2018-09-03,二星
用户3486,10,10,10,10,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,8.0,,否,否,0.0,0.0,否,否,38,女,473.0,4.0,504.0,10.0,52808.0,3823.05,56775.0,0.0,4751.0,14203506.0,3823,2965,0,14516,37,0,0,0,2062,10,0,1418,52,303,540,18274,0,手机,iOS 11.4.1,4G终端,苹果,A2217,否,58.9534,否,否,否,通州分公司,0,0,128,196,159.4,159.4,604.2,,,银卡
用户3487,9,9,8,8,1,-1,-1,-1,-1,-1,-1,-1,,1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,否,否,35,男,0.0,0.0,0.0,0.0,0.0,24.7,1486.0,0.0,0.0,2.0,25,0,0,0,0,0,0,0,0,0,0,1,0,2,0,25,0,手机,,5G终端,步步高,V2148A,是,8.8644,否,否,否,不详,8,畅享套餐8档-语音8流量0,8,116,22.56,22.56,85.77,,,三星
用户3488,10,10,10,10,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,否,否,32,男,0.0,19.0,120.0,0.0,810.0,9.52,29171.0,55911.0,53.0,16131.0,64,685,0,77,0,0,0,0,225,6,26,791,1,1230,7,2484,0,手机,Android 10,5G终端,华为,TAS-AN00,是,10.1901,否,否,否,城区二分公司,0,0,18,151,45.7,45.7,172.77,,,三星
用户3489,10,8,8,8,-1,2,-1,4,-1,-1,-1,-1,,1,2,3,4,-1,,-1,-1,3,-1,5,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99,,,,,1.0,,否,否,0.0,0.0,否,是,42,女,0.0,2.0,17.0,0.0,4.0,2.34,352134.0,12205.0,119.0,698.0,14,770,0,37,0,0,0,0,581,2,0,347,0,432,5,320,0,手机,Android 8.0.0,4G终端,小米科技,M1803D5XA,否,4.8455,否,否,否,城区三分公司,0,0,60,366,32.1,32.1,128.29,,,三星
用户3490,10,10,10,10,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,108.0,906344.0,,,否,否,0.0,0.0,否,否,40,男,0.0,0.0,0.0,0.0,0.0,0.0,64.0,46.0,0.0,621.0,0,1,0,1,0,0,0,0,1,0,0,10,0,1,0,1,0,手机,Android 10,5G终端,华为,WLZ-AN00,是,14.5877,否,否,否,密云分公司,19,畅享套餐19档-语音19流量0,19,170,31.81,31.81,123.43,,,三星
用户3491,7,6,6,5,1,-1,-1,-1,5,-1,-1,-1,,1,2,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1.0,8.0,48.0,61808.0,,,否,否,0.0,0.0,否,是,47,女,0.0,1.0,6.0,0.0,1.0,83.97,171622.0,75199.0,9176.0,7801.0,157,1081,0,139,0,0,0,0,771,22,0,491,0,394,25,1560,0,手机,Android 7.0,4G终端,华为,STF-AL10,是,12.8772,否,否,否,大兴分公司,78,畅享套餐78档-语音18流量不限量60,78,209,79.52,79.52,319.41,,,三星
用户3492,8,8,8,7,1,2,-1,4,5,6,-1,-1,,-1,2,3,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,否,否,37,男,0.0,1.0,7.0,0.0,2.0,10612.95,97684.0,15608.0,52.0,55802.0,10628,315,0,261,0,0,4,0,277,3,0,516,0,142,179,11317,0,手机,Android 10,5G终端,华为,NOH-AN00,否,10.2745,否,否,否,城区三分公司,18,畅享套餐18档-语音18流量0,18,78,60.0,60.0,240.0,,,三星
用户3493,10,7,8,9,-1,2,-1,-1,5,-1,-1,-1,,1,2,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,10.0,42707.0,,,是,是,0.0,60.0,否,否,36,女,0.0,23.0,131.0,0.0,25.0,518.85,4961.0,588.0,5678.0,113887.0,519,3378,3841,591,0,0,55,0,1858,0,0,153,0,108,4312,799,0,手机,iOS 12.0,4G终端,苹果,A2220,否,12.0,否,否,否,城区三分公司,38,畅享套餐38档-语音18流量20,38,94,88.17,88.17,317.9,2009-04-10,2009-02-26,三星
用户3494,10,10,10,10,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,94.0,287.0,122001.0,,,否,否,0.0,0.0,否,否,33,男,2990.0,6.0,3618.0,30.0,1549694.0,0.0,50726.0,5749.0,6617.0,987144.0,6,578,0,2293,1001,0,0,0,549,5,21,2200,1513,1485,281,1616,0,手机,,5G终端,苹果,A2634,否,25.4938,否,否,否,怀柔分公司,0,0,398,368,0.0,0.0,0.0,2021-09-01,2021-09-01,白金卡
用户3495,9,9,9,8,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,否,否,63,男,0.0,0.0,0.0,0.0,0.0,0.13,110.0,0.0,0.0,21.0,0,11,0,4,0,0,0,0,1,0,0,5,0,0,4,0,0,手机,,5G终端,华为,CDL-AN50,是,8.2798,否,否,否,通州分公司,0,0,10,47,20.0,20.0,80.0,,,三星
用户3496,5,8,5,5,1,2,3,4,5,-1,-1,-1,,-1,-1,3,4,-1,,1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1.0,,7.0,2527.0,,,是,否,620.86,18.0,否,是,39,女,0.0,1.0,7.0,0.0,4.0,0.81,2040.0,11556.0,75.0,951804.0,12,369,0,1145,0,0,0,0,257,7,68,983,0,235,156,1801,0,手机,Android 10,5G终端,华为,NOH-AN00,否,25.0,否,否,否,不详,128,畅享套餐128档-语音68流量不限量60,128,369,171.8,171.8,685.4,,,银卡
用户3497,10,9,9,9,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,,,,,否,否,0.0,0.0,否,否,40,男,0.0,2.0,56.0,0.0,21166.0,0.0,55.0,0.0,0.0,5382.0,0,659,4,6,0,0,0,0,4,0,0,59,21,154,0,700,0,手机,Android 7.1.1,4G终端,小米科技,MCE8,否,0.1288,否,否,否,城区三分公司,0,0,5,2,0.0,0.0,62.9,,,二星
用户3498,6,6,4,4,-1,-1,-1,-1,5,-1,-1,-1,,-1,-1,-1,4,-1,,1,-1,-1,-1,-1,-1,,1,-1,3,-1,-1,-1,7,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,,,15.0,65287.0,2.0,,否,否,0.0,0.0,否,否,37,男,0.0,6.0,77.0,0.0,18.0,447.44,349302.0,1414386.0,1610.0,3852356.0,1829,1839,18,5394,0,0,0,0,1344,1,0,1987,0,1694,95,5894,0,手机,Android 9,4G终端,华为,PCT-AL10,否,38.3197,否,否,否,城区一分公司,0,0,8,4,58.13,58.13,222.5,,,三星
用户3499,8,8,8,7,-1,-1,-1,-1,5,-1,-1,-1,,1,2,-1,4,-1,,-1,-1,3,4,5,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,99,1.0,,,,,,否,否,0.0,0.0,否,否,41,男,0.0,5.0,2678.0,0.0,81959.0,5.58,18999069.0,1321.0,3581161.0,4839230.0,7,1192,0,5051,0,0,2,0,696,4,0,792,80,19568,30,22023,1,手机,iOS 11.4.1,4G终端,苹果,A2217,否,104.3668,否,否,否,城区一分公司,0,0,238,910,171.47,171.47,692.4,,,金卡
