用户id,是否遇到过网络问题,居民小区,办公室,高校,商业街,地铁,农村,高铁,其他，请注明,用户描述,手机没有信号,有信号无法拨通,通话过程中突然中断,通话中有杂音、听不清、断断续续,串线,通话过程中一方听不见,其他，请注明.1,用户描述.1,脱网次数,mos质差次数,未接通掉话次数,是否投诉,性别,4\5G用户,是否关怀用户,套外流量（MB）,是否4G网络客户（本地剔除物联网）,套外流量费（元）,外省语音占比,语音通话-时长（分钟）,省际漫游-时长（分钟）,终端品牌,终端品牌类型,当月ARPU,当月MOU,前3月ARPU,前3月MOU,外省流量占比,GPRS总流量（KB）,GPRS-国内漫游-流量（KB）,是否5G网络客户,客户星级标识,是否不限量套餐到达用户
1347,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,30,18,1,否,男,5G,是,0.0,是,0.0,0.0,267,0,苹果,A2412,220.0,267,220.0,552,0.0,82726401,0,是,银卡,否
1348,1,-1,-1,-1,-1,-1,6,-1,-1,,1,-1,-1,4,-1,6,-1,,2,0,0,否,男,4G,否,0.0,是,0.0,0.0,510,0,苹果,iPhone 8 A1863,39.0,510,39.0,139,0.0,4088580,0,否,三星,否
1349,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,11,18,1,否,男,4G,否,0.0,是,0.0,0.0,233,0,苹果,A2220,90.0,233,90.0,103,0.0,30681168,0,否,三星,是
1350,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,14,22,0,否,男,4G,否,249.47,是,60.0,0.0,412,0,苹果,iPhone X A1865,161.3,412,124.8,811,0.0,17302669,0,否,三星,否
1351,1,-1,-1,-1,-1,5,6,-1,-1,,1,-1,3,-1,-1,6,-1,,36,0,0,否,男,4G,否,0.0,是,0.0,0.0,152,0,华为,COL-AL10,48.0,152,48.0,189,0.0,25802134,0,否,三星,否
1352,1,-1,-1,-1,-1,5,6,7,-1,,-1,-1,-1,4,-1,6,-1,,2,30,2,否,女,4G,否,1049.66,是,30.0,0.0,556,0,苹果,A2408,121.23,556,139.0,486,0.0,32793837,0,否,银卡,是
1353,1,1,-1,-1,4,5,-1,-1,-1,,-1,2,-1,4,-1,6,-1,,10,27,1,否,男,4G,否,0.0,是,0.0,0.0,236,0,华为,VOG-AL00,21.0,236,21.5,241,0.0,35633348,0,否,二星,否
1354,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,4,-1,-1,-1,,7,34,0,否,男,4G,是,0.0,是,0.0,0.0,1205,0,华为,ALA-AN70,57.1,1205,72.0,884,0.0,50005829,0,否,三星,是
1355,1,1,-1,-1,-1,-1,6,-1,-1,,1,-1,3,4,-1,6,-1,,40,27,4,否,男,4G,否,0.0,是,0.0,0.0,471,0,小米科技,M2004J7AC,75.9,471,58.94,793,0.0,44521918,0,否,三星,否
1356,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,5,1,0,否,男,4G,否,0.0,是,0.0,0.0,158,0,华为,YAL-AL00,28.0,158,28.0,206,0.0,10690727,0,否,三星,否
1357,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,6,14,3,否,男,4G,否,0.0,是,0.0,0.0,318,0,小米科技,M1803E1A,56.0,318,56.0,497,0.0,16971988,0,否,三星,是
1358,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,否,男,4G,否,0.0,是,0.0,0.0,166,0,三星,SM-C9000,39.0,166,40.43,144,0.0,1835884,0,否,三星,否
1359,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,1,0,否,女,5G,否,0.0,是,0.0,0.0,170,0,小米科技,22021211RC,40.0,170,30.0,305,0.0,27840653,0,是,三星,否
1360,1,-1,-1,-1,-1,-1,6,-1,-1,,1,2,3,4,-1,6,-1,,0,7,0,否,性别不详,5G,否,0.0,是,0.0,0.188589540412044,631,119,欧珀,PDYM20,69.0,631,50.36,95,0.338065449210776,289018,97707,是,未评级,否
1361,1,1,2,-1,-1,-1,-1,7,-1,,1,2,3,-1,-1,6,-1,,5,8,2,否,女,5G,否,0.0,是,0.0,0.0,266,0,苹果,iPhone X A1865,168.66,266,209.45,390,0.0,39359118,0,是,银卡,是
1362,1,-1,2,-1,-1,-1,-1,7,-1,,1,-1,-1,4,-1,-1,-1,,4,0,1,否,男,5G,否,0.0,是,0.0,0.0,231,0,苹果,A2404,100.0,231,100.0,117,0.0,10229550,0,是,三星,否
1363,1,1,-1,-1,-1,-1,-1,-1,-1,,1,2,-1,-1,-1,-1,-1,,14,5,7,否,男,5G,否,0.0,是,0.0,0.0,280,0,索尼爱立信,XQ-AS72,139.0,280,139.0,437,0.0,20990249,0,是,银卡,否
1364,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,2,-1,4,-1,-1,-1,,4,2,0,否,女,4G,否,0.0,是,0.0,0.0,201,0,小米科技,M1804D2SE,0.0,201,0.0,70,0.0,87357,0,否,三星,否
1365,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,20,8,0,否,性别不详,4G,否,39.27,是,10.0,0.0,234,0,苹果,iPhone 8 Plus A1864,69.0,234,65.0,183,0.0,21135189,0,否,三星,否
1366,1,1,2,3,-1,-1,-1,-1,-1,,-1,-1,3,4,-1,6,-1,,34,5,0,否,性别不详,4G,否,0.0,是,0.0,0.0,235,0,华为,ELS-AN00,37.99,235,35.0,96,0.0,2634247,0,否,三星,否
1367,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,3,4,-1,-1,-1,,0,0,0,否,男,2G,否,0.0,否,0.0,0.0,443,0,华为,AQM-AL10,0.0,443,0.0,528,0.0,0,0,否,三星,否
1368,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,4,8,3,否,男,4G,是,6.19,是,1.74,0.0,350,0,苹果,A2223,55.34,350,110.2,1235,0.0,10671714,0,否,三星,否
1369,1,1,-1,-1,-1,-1,-1,-1,98,信息不好,-1,-1,3,-1,-1,-1,-1,,6,0,10,否,女,5G,否,0.0,是,0.0,0.0,1069,0,中邮通信,Hera-BD00,203.46,1069,149.16,1046,0.0,13706807,0,是,银卡,否
1370,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,46,3,2,否,女,5G,否,0.0,是,0.0,0.0,384,0,苹果,A2412,40.1,384,32.9,119,0.0,16053670,0,是,三星,否
1371,1,1,2,-1,-1,5,-1,7,-1,,-1,2,3,-1,-1,6,-1,,22,30,5,否,男,4G,否,0.0,是,0.0,0.0643642072213501,637,41,苹果,iPhone X A1865,80.0,637,80.1,300,0.0259043193101806,16375300,424191,否,银卡,是
1372,1,1,-1,-1,-1,5,-1,-1,-1,,-1,2,-1,-1,-1,6,-1,,13,6,0,否,男,4G,否,0.0,是,0.0,0.0,175,0,苹果,iPhone 6S Plus A1687,70.0,175,55.0,266,0.0,1016068,0,否,三星,否
1373,1,1,-1,-1,4,5,6,-1,-1,,1,-1,3,-1,-1,6,-1,,79,57,4,否,男,4G,否,0.0,是,0.0,0.0,529,0,华为,CDY-AN00,238.0,529,186.4,1069,0.0,56414075,0,否,金卡,否
1374,1,1,-1,-1,-1,-1,-1,-1,-1,,1,-1,3,-1,-1,-1,-1,,0,8,0,否,男,4G,否,0.0,是,0.0,0.0,396,0,苹果,iPhone 6S PLUS A1699,91.0,396,91.0,471,0.0,17322908,0,否,银卡,否
1375,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,2,2,否,男,5G,否,0.0,是,0.0,0.0,819,0,华为,ANA-AN00,105.0,819,105.0,518,0.0,14385516,0,是,三星,否
1376,1,1,-1,-1,-1,5,-1,7,-1,,-1,-1,3,4,-1,6,-1,,6,1,1,否,男,5G,否,0.0,是,0.0,0.0386029411764706,544,21,小米科技,M2102K1AC,178.0,544,142.93,673,0.0556311941114646,47758565,2656866,是,金卡,否
1377,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,14,7,0,否,男,4G,否,0.0,是,0.0,0.0,164,0,苹果,A2104,128.0,164,118.0,513,0.0,3116726,0,否,银卡,否
1378,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,15,7,0,否,女,4G,否,0.0,是,0.0,0.0,223,0,步步高,vivo Y67,43.1,223,42.93,187,0.0,2715706,0,否,三星,否
1379,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,19,1,否,男,4G,否,0.0,是,0.0,0.0,175,0,华为,ELE-AL00,0.0,175,0.0,463,0.0,65476,0,否,三星,否
1380,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,6,-1,,0,19,0,否,女,5G,否,0.0,是,0.0,0.0,422,0,苹果,A2404,59.0,422,50.16,555,0.0,15948216,0,是,三星,否
1381,1,1,2,3,4,5,6,7,-1,,1,2,3,4,5,6,-1,,23,32,3,否,女,5G,否,0.0,是,0.0,0.0,669,0,苹果,A2412,100.4,669,100.1,593,0.0,3727407,0,是,三星,是
1382,1,-1,-1,-1,-1,5,-1,-1,-1,,1,-1,-1,4,-1,-1,-1,,43,22,0,否,男,4G,否,0.0,是,0.0,0.0,393,0,华为,SPN-AL00,58.3,393,58.0,354,0.0,21689490,0,否,三星,否
1383,1,1,-1,-1,-1,5,-1,-1,98,电梯里,1,-1,-1,-1,-1,-1,98,电梯里信号不好,33,15,0,否,女,4G,否,0.0,是,0.0,0.0,342,0,苹果,iPhone X A1865,57.8,342,75.3,310,1.09119302783774e-06,12829994,14,否,三星,否
1384,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,2,-1,-1,-1,-1,-1,,2,3,0,否,男,5G,否,0.0,是,0.0,0.0229885057471264,435,10,华为,BMH-AN10,169.0,435,169.0,419,0.0583992834429466,20617479,1204046,是,银卡,否
1385,1,-1,-1,-1,-1,5,-1,-1,98,山边没信号,-1,2,3,4,5,6,98,山边上没信号,22,10,4,否,男,5G,否,0.0,是,0.0,0.0,143,0,小米科技,M2006J10C,128.0,143,128.0,113,0.0,9240609,0,是,银卡,否
1386,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,50,19,3,否,男,5G,否,0.0,是,0.0,0.0,286,0,苹果,A2644,130.0,286,146.0,651,0.0,30271577,0,是,银卡,否
1387,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,19,16,4,否,男,4G,否,0.0,是,0.0,0.0,266,0,华为,KOZ-AL00,90.0,266,90.1,457,0.00505890476265573,27837053,140825,否,银卡,否
1388,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,13,2,2,否,男,5G,否,0.0,是,0.0,0.0,175,0,欧珀,PFCM00,111.0,175,100.0,122,0.0,53174215,0,是,银卡,否
1389,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,14,3,否,男,4G,否,0.0,是,0.0,0.0,389,0,小米科技,M2006C3LC,91.98,389,97.39,451,0.0,73579312,0,否,三星,否
1390,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,3,0,2,否,男,5G,否,0.0,是,0.0,0.0,500,0,华为,LIO-AN00m,190.0,500,189.0,449,0.0,11709371,0,是,银卡,否
1391,1,-1,-1,-1,-1,5,-1,-1,-1,,-1,-1,-1,4,-1,6,-1,,1,4,1,否,男,4G,否,0.0,是,0.0,0.0,191,0,苹果,iPhone 7 A1660,77.0,191,77.0,96,0.0,21500441,0,否,三星,是
1392,1,-1,2,-1,-1,5,-1,7,-1,,1,-1,-1,4,-1,-1,-1,,22,13,2,否,性别不详,4G,否,0.0,是,0.0,0.0,357,0,苹果,A2104,10.0,357,10.0,348,0.0,2847054,0,否,三星,否
1393,1,1,-1,3,-1,-1,-1,7,-1,,-1,-1,3,4,-1,6,-1,,4,0,0,否,男,4G,否,176.45,是,40.0,0.0,254,0,小米科技,MEE7,58.0,254,21.48,205,0.0,2456906,0,否,二星,否
1394,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,3,9,2,否,男,4G,是,0.0,是,0.0,0.0,585,0,华为,RTE-AL00,15.0,585,15.0,682,0.0,255795,0,否,二星,否
1395,1,-1,2,-1,-1,-1,-1,7,98,城市快速路,-1,-1,3,4,5,6,-1,,1,57,4,否,性别不详,4G,否,0.0,是,0.0,0.209137709137709,1554,325,苹果,A2408,339.0,1554,339.0,1554,0.426427415693537,13092472,5582989,否,白金卡,否
1396,1,-1,2,-1,-1,-1,-1,-1,-1,,1,-1,-1,-1,-1,6,-1,,5,40,2,否,男,5G,否,694.62,是,60.0,0.134099616858238,261,35,苹果,A2408,89.0,261,35.0,421,0.00254696467315019,8292616,21121,是,三星,否
1397,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,4,15,2,否,性别不详,4G,否,0.0,是,0.0,0.0,695,0,苹果,A2223,100.0,695,190.72,712,0.0,25711119,0,否,三星,是
1398,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,5,1,34,否,男,5G,否,0.0,是,0.0,0.144082332761578,2332,336,华为,BRQ-AN00,260.0,2332,260.0,2757,0.0932578130781283,50215932,4683028,是,金卡,否
1399,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,22,20,1,否,女,4G,否,0.0,是,0.0,0.0,303,0,华为,SPN-AL00,1.8,303,2.45,199,0.0,3252654,0,否,三星,否
1400,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,29,0,0,否,男,4G,否,0.0,是,0.0,0.0,316,0,华为,BMH-AN10,57.85,316,51.43,67,0.0,21433106,0,否,三星,否
1401,1,-1,-1,-1,-1,5,6,7,-1,,-1,-1,-1,4,-1,-1,-1,,1,11,0,否,女,4G,否,0.0,是,0.0,0.0,353,0,华为,LYA-AL00,60.0,353,60.0,333,0.0,10112864,0,否,三星,否
1402,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,3,4,-1,6,-1,,33,0,0,否,女,4G,否,0.0,是,0.0,0.0,203,0,华为,STK-AL00,26.09,203,37.55,276,0.0,5111901,0,否,三星,否
1403,1,1,2,-1,-1,-1,-1,-1,-1,,1,-1,-1,-1,-1,6,-1,,4,25,1,否,男,5G,否,0.0,是,0.0,0.0,273,0,苹果,A2412,187.74,273,188.4,329,0.0,25975858,0,是,金卡,否
1404,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,13,89,1,否,女,4G,是,0.0,是,0.0,0.0,828,0,小米科技,HMNote8M1906G7E,38.75,828,40.53,913,0.0,14239042,0,否,三星,否
1405,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,1,7,0,否,男,5G,否,0.0,是,0.0,0.0,248,0,华为,ELS-AN10,130.0,248,130.0,309,0.0,10333117,0,是,银卡,否
1406,1,1,-1,-1,4,5,-1,-1,-1,,-1,-1,3,-1,5,-1,-1,,45,168,7,否,男,5G,否,0.0,是,0.0,0.0,1344,0,苹果,A2644,159.65,1344,145.0,731,0.0,10791051,0,是,银卡,否
1407,1,-1,-1,-1,-1,5,-1,7,-1,,-1,-1,3,-1,-1,6,-1,,3,9,0,否,男,4G,否,0.0,是,0.0,0.0473372781065089,169,8,华为,HUAWEI NXT-AL10,84.2,169,49.0,94,0.00610726638628883,15665765,95675,否,三星,否
1408,1,1,-1,-1,4,-1,-1,-1,-1,,1,-1,-1,4,-1,6,-1,,5,28,0,否,女,4G,否,0.0,是,0.0,0.0,367,0,苹果,A2100,100.2,367,138.0,419,0.0,10177168,0,否,银卡,否
1409,1,-1,-1,-1,-1,5,-1,-1,-1,,-1,-1,-1,4,-1,6,-1,,15,11,0,否,男,4G,否,0.0,是,0.0,0.0,149,0,华为,TAS-AL00,30.0,149,30.0,348,3.58778173753718e-06,12542569,45,否,三星,否
1410,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,2,2,0,否,性别不详,5G,否,0.0,是,0.0,0.0,116,0,步步高,V2001A,0.0,116,0.0,79,0.0,4380271,0,是,三星,否
1411,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,4,-1,6,-1,,1,1,0,否,男,5G,否,1208.12,是,14.56,0.0,233,0,苹果,A2634,102.56,233,90.0,352,0.0,17266104,0,是,三星,否
1412,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,4,-1,-1,-1,,12,0,0,否,男,4G,否,0.0,是,0.0,0.0,143,0,华为,HLK-AL00,22.9,143,16.3,44,0.0,8838779,0,否,三星,否
1413,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,2,1,否,男,5G,否,0.0,是,0.0,0.0,161,0,小米科技,M2102J2SC,85.9,161,82.0,312,0.0,55208202,0,是,三星,否
1414,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,9,3,3,否,女,5G,否,0.0,是,0.0,0.0,406,0,华为,ELS-AN00,258.0,406,249.0,425,0.0,171145145,0,是,金卡,否
1415,1,1,-1,-1,-1,5,6,-1,-1,,-1,2,-1,4,-1,6,-1,,1,1,2,否,女,5G,否,0.0,是,0.0,0.0,463,0,小米科技,M2102K1AC,110.66,463,108.0,395,0.0,6138833,0,是,三星,否
1416,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,22,2,0,否,女,4G,否,0.0,是,0.0,0.0,137,0,华为,VOG-AL00,10.0,137,1.0,105,0.0,2825214,0,否,三星,否
1417,1,1,-1,-1,-1,-1,-1,-1,-1,,1,-1,-1,4,-1,-1,-1,,0,1,1,否,男,4G,否,0.0,是,0.0,0.0,219,0,苹果,iPhone 6S A1633,75.0,219,86.93,263,0.0,8908750,0,否,三星,否
1418,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,68,21,13,否,男,4G,否,0.0,是,0.0,0.0,289,0,华为,HLK-AL00,49.0,289,49.0,228,0.0,9438189,0,否,三星,否
1419,1,1,-1,-1,-1,-1,-1,-1,-1,,1,-1,-1,-1,-1,6,-1,,3,2,0,否,女,4G,否,0.0,是,0.0,0.0,220,0,苹果,A2223,49.0,220,49.0,117,0.0,7331706,0,否,三星,否
1420,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,38,0,0,否,男,4G,否,0.0,是,0.0,0.0,216,0,华为,BND-AL10,26.8,216,25.0,93,0.0,9717767,0,否,三星,否
1421,1,1,-1,-1,-1,-1,-1,-1,-1,,1,-1,3,4,-1,-1,-1,,5,30,2,否,男,5G,否,0.0,是,0.0,0.0,637,0,华为,EBG-AN00,68.0,637,68.45,516,0.0,26354492,0,是,三星,否
1422,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,9,9,0,否,男,5G,否,8431.64,是,96.0,0.0,181,0,华为,EBG-AN00,412.0,181,348.0,287,0.0,202836525,0,是,金卡,否
1423,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,7,9,1,否,男,4G,否,0.0,是,0.0,0.0,286,0,苹果,iPhone X A1865,128.1,286,128.0,234,0.0,38932680,0,否,银卡,否
1424,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,1,5,0,否,女,4G,否,0.0,是,0.0,0.0,277,0,华为,NAM-AL00,9.0,277,9.0,220,0.0,10434837,0,否,三星,否
1425,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,0,否,男,4G,否,0.0,是,0.0,0.0,131,0,小米科技,M2010J19SC,0.3,131,12.8,182,0.0,281067,0,否,三星,否
1426,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,10,0,否,男,4G,否,0.0,是,0.0,0.0,154,0,三星,SM-G9730,19.0,154,19.0,142,0.0,62102,0,否,三星,否
1427,1,1,-1,3,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,98,电话费太贵了，啥年代了，还那么死板,14,21,0,否,男,5G,否,0.0,是,0.0,0.0,421,0,苹果,A2408,42.05,421,122.61,1474,0.0,18468956,0,是,三星,否
1428,1,1,-1,-1,-1,5,-1,-1,-1,,-1,-1,-1,-1,-1,6,-1,,12,0,0,否,男,4G,否,0.0,是,0.0,0.0,169,0,步步高,vivo Y83A,66.0,169,66.0,167,0.0,14939690,0,否,三星,是
1429,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,35,1,6,否,女,5G,否,0.0,是,0.0,0.0,197,0,小米科技,M2007J3SC,61.1,197,56.2,310,0.0,33157063,0,是,三星,是
1430,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,40,40,13,否,男,4G,否,598.35,是,18.0,0.0,522,0,苹果,A2223,188.3,522,169.3,278,0.0,69605237,0,否,银卡,否
1431,1,1,2,-1,4,-1,-1,-1,-1,,-1,-1,3,4,-1,-1,-1,,0,29,13,否,女,5G,否,0.0,是,0.0,0.0,1347,0,苹果,A2404,40.0,1347,40.0,1881,0.0,10551342,0,是,三星,否
1432,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,5,6,-1,,29,6,1,否,男,4G,否,0.0,是,0.0,0.0,135,0,苹果,iPhone 8 A1863,18.0,135,18.0,193,0.0,4311482,0,否,三星,否
1433,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,25,32,3,否,男,4G,否,0.0,是,0.0,0.0,409,0,苹果,A2223,165.1,409,165.3,283,0.0,4121221,0,否,银卡,否
1434,1,1,2,-1,-1,5,-1,-1,-1,,1,-1,-1,-1,-1,6,-1,,3,19,2,否,女,5G,否,0.0,是,0.0,0.0,306,0,苹果,A2220,23.18,306,18.73,193,0.0,3397590,0,是,三星,否
1435,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,0,3,否,女,5G,否,0.0,是,0.0,0.0,273,0,华为,ELS-AN00,32.98,273,26.04,151,0.0,24593933,0,是,三星,否
1436,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,35,11,4,否,男,4G,否,0.0,是,0.0,0.0,644,0,小米科技,M2004J7AC,125.0,644,125.0,1467,5.66452421772921e-05,4501702,255,否,银卡,否
1437,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,4,0,否,女,4G,否,0.0,是,0.0,0.0,186,0,华为,AKA-AL10,25.0,186,25.0,357,0.0,6802711,0,否,三星,否
1438,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,3,15,0,否,女,4G,否,0.0,是,0.0,0.0,399,0,华为,CLT-AL00,10.0,399,0.0,0,0.0,532175,0,否,未评级,否
1439,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,13,2,0,否,男,4G,否,74.91,是,24.36,0.0,435,0,华为,GLK-AL00,127.86,435,91.44,111,0.0,39121388,0,否,二星,否
1440,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,10,1,0,否,男,4G,否,0.0,是,0.0,0.0,310,0,华为,LYA-AL00,65.46,310,59.0,45,0.0,6274670,0,否,三星,否
1441,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,15,0,否,男,4G,否,0.0,是,0.0,0.0,571,0,华为,LYA-AL00,236.8,571,267.36,871,0.0,273387,0,否,白金卡,否
1442,1,1,2,-1,-1,5,-1,-1,-1,,1,-1,-1,-1,-1,-1,-1,,2,24,0,否,女,4G,否,0.0,是,0.0,0.0,439,0,苹果,A2400,91.0,439,125.0,446,0.0,13742576,0,否,银卡,否
1443,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,54,3,16,否,男,5G,否,1858.52,是,27.0,0.0,125,0,步步高,V2121A,101.6,125,17.09,103,0.0,108733047,0,是,三星,否
1444,1,-1,-1,-1,-1,-1,-1,-1,98,单位没有安装4G网络,1,-1,3,-1,-1,-1,-1,,87,8,1,否,男,4G,否,0.0,是,0.0,0.0,243,0,华为,RTE-AL00,60.0,243,65.0,99,0.0,23741379,0,否,三星,是
1445,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,0,5,0,否,男,5G,否,0.0,是,0.0,0.0,265,0,华为,ANA-AN00,21.0,265,21.0,121,0.0,127931041,0,是,二星,否
1446,1,-1,-1,-1,-1,5,-1,7,-1,,1,-1,3,4,-1,-1,-1,,4,16,0,否,女,4G,是,0.0,是,0.0,0.0,367,0,苹果,iPhone 7Plus A1661,49.38,367,49.2,457,0.0,50606071,0,否,二星,否
1447,1,-1,-1,-1,-1,-1,-1,-1,98,打电话的时候4G网就没有了,1,2,-1,-1,-1,6,-1,,0,4,1,否,性别不详,4G,否,0.0,是,0.0,0.0,349,0,苹果,iPhone X A1865,21.0,349,25.8,331,0.0,6964376,0,否,准星,否
1448,1,-1,-1,-1,4,-1,-1,-1,-1,,-1,-1,-1,4,-1,-1,-1,,6,6,0,否,男,5G,否,0.0,是,0.0,0.0,200,0,苹果,A2412,69.0,200,68.0,276,0.0,5806664,0,是,三星,否
1449,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,148,25,0,否,男,4G,否,0.0,是,0.0,0.0,463,0,步步高,A1965A,50.0,463,60.66,670,0.0,22570729,0,否,二星,否
1450,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,4,-1,-1,-1,,0,8,0,否,男,4G,否,0.0,是,0.0,0.0,163,0,华为,STK-AL00,58.0,163,58.0,82,0.0,6257340,0,否,三星,否
1451,2,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,,11,7,3,否,男,5G,是,0.0,是,0.0,0.0,192,0,苹果,A2408,100.0,192,100.0,114,0.0,4775725,0,是,三星,否
1452,1,1,-1,-1,-1,-1,-1,-1,-1,,-1,2,-1,4,-1,-1,-1,,3,0,0,否,女,4G,否,0.0,是,0.0,0.0,121,0,小米科技,HMNote8M1908C3JE,8.0,121,9.75,81,0.0,2393,0,否,二星,否
1453,1,-1,-1,-1,4,-1,6,-1,-1,,1,2,3,-1,-1,-1,-1,,91,22,0,否,男,5G,否,0.0,是,0.0,0.0,224,0,小米科技,M2002J9E,59.0,224,59.3,193,0.0,39826772,0,是,三星,否
1454,1,1,-1,-1,4,-1,-1,-1,-1,,1,-1,3,4,-1,6,-1,,30,27,9,否,女,4G,否,0.0,是,0.0,0.0,295,0,苹果,A2100,44.1,295,99.1,400,0.000577605655898882,8152621,4709,否,三星,否
